bookID,title,authors,average_rating,isbn,isbn13,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher,publisher_country,country,latitude,longitude,coordinates,first_published,book_format,edition_avgRating,added_toShelves,first_author,num_contributors,size_of_publisher,size_of_author,book_count,is_serie,has_edition,book_age,category,genre_category,description,standardized_genres
28701,ratners star,don delillo,3.49,009992840x,9780099928409,eng,448,1548,98,7/16/1992,vintage,united states,us,37.09024,-95.712891,"(37.09024, -95.712891)","january 1, 1976",paperback,3.51,5628.0,don delillo,1,3,2,1,0,0,0,paperback,life on other planets,"Billy Twillig has won the first Nobel Prize ever to be given in mathematics. Set in the near future, this book charts an innocent's education when Billy is sent to live in the company of 30 Nobel laureates and he is asked to decipher transmissions from outer space.","Science, Fiction"
28715,blood meridian or the evening redness in the west,cormac mccarthy/harold bloom,4.17,0679641041,9780679641049,en-us,351,1264,195,1/2/2001,modern library,united states,us,37.09024,-95.712891,"(37.09024, -95.712891)","april 28, 1985",hardcover,4.25,3282.0,cormac mccarthy,2,3,1,1,0,1,0,hardcover,fiction,"Widely considered one of the finest novels by a living writer, Blood Meridian is an epic tale of the violence and corruption that attended America’s westward expansion, brilliantly subverting the conventions of the Western novel and the mythology of the “Wild West.” Its wounded hero, the Kid, a fourteen-year-old Tennessean, must confront the extraordinary brutality of the Glanton gang, a murderous cadre on an official mission to scalp Indians. Seeming to preside over this nightmarish world is the diabolical Judge Holden, one of the most unforgettable characters in American fiction. Based on historical events that took place on the Texas-Mexico border in the 1850s, Blood Meridian represents a genius vision of the historical West, one whose stature has only grown in the twenty-five years since its publication.",Fiction
28716,blood meridian,cormac mccarthy,4.17,0330312561,9780330312561,eng,335,539,62,8/3/2007,picador usa,united states,us,37.09024,-95.712891,"(37.09024, -95.712891)","april 28, 1985",paperback,4.24,1085.0,cormac mccarthy,1,2,1,1,0,1,0,paperback,english fiction,"Blood Meridian is an epic novel of the violence and depravity that attended America's westward expansion, brilliantly subverting the conventions of the Western novel and the mythology of the Wild West. Based on historical events that took place on the Texas-Mexico border in the 1850s, it traces the fortunes of the Kid, a fourteen-year-old Tennesseean who stumbles into a nightmarish world where Indians are being murdered and the market for their scalps is thriving.",Fiction
28721,cormac mccarthys all the pretty horses,harold bloom/amy sickels,4.09,0791075680,9780791075685,eng,126,180,10,9/1/2003,chelsea house pub,united kingdom,gb,55.378051,-3.435973,"(55.378051, -3.435973)","september 1, 2003",hardcover,4.25,612.0,harold bloom,2,1,1,1,0,0,1,hardcover,juvenile nonfiction,"Cormac McCarthy's All the Pretty Horses, part of Chelsea House Publishers' Bloom's Guides collection, presents concise critical excerpts from All the Pretty Horses to provide a scholarly overview of the work. This comprehensive study guide also features ""The Story Behind the Story"" which details the conditions under which All the Pretty Horses was written. This title also includes a short biography on Cormac McCarthy and a descriptive list of characters.","Nonfiction, Children"
28724,four twenty blackbirds bardic voices 4,mercedes lackey,3.81,0671577786,9780671577780,eng,423,3048,34,2/1/2004,baen,united kingdom,gb,55.378051,-3.435973,"(55.378051, -3.435973)","january 1, 1997",mass market paperback,3.82,5509.0,mercedes lackey,1,2,3,1,1,1,1,paperback,biography & autobiography,"A fine feathered fiend... A magical maniac is loose in Alanda. The victims are always women, always lower-class, and the weapon is always a three-sides stiletto, most often found among church regalia. But the killers are never churchmen, and they always commit suicide immediately after the bloody deed. Tal Rufen is just a simple constable. But he really cares about his job, and when one of these muder/suicides happens on his beat he becomes obsessed. His superiors don't care - the victims will never be missed, and their murderers are already justly dead. But every instinct Tal Rufen has cries out that he has seen only one small piece of a bigger and much nastier puzzle.","Biography, Autobiography"
28725,exiles honor heralds of valdemar 6,mercedes lackey,4.2,0756401135,9780756401139,en-us,431,10429,158,10/7/2003,daw,united states,us,37.09024,-95.712891,"(37.09024, -95.712891)","january 1, 2002",mass market paperback,4.21,16405.0,mercedes lackey,1,3,3,1,1,0,1,paperback,fiction,"Alberich had spent most of his youth in the Karsite military schools training to be an officer. As the son of an impoverished mother, he had no other career choice open to him. And Alberich had risen in the ranks with almost unnatural speed. He developed expertise with many weapons and excelled in academic subjects with an ease that was the envy of his classmates. But in fact, the reclusive Alberich studied long and hard, pushing himself ruthlessly. In battle, Alberich had always had a sort of “sixth sense” about things which were about to happen—when and from where the enemy would attack. Instinctively, he hid this ability, for the Sunpriests kept careful watch for anyone exhibiting “demon powers” which were the hallmark of Karse’s greatest enemy—the witch-nation of Valdemar. Those they caught were “cleansed” in the fires of Vkandis Sunlord. Both Alberich’s skill and secret served him well in the army of Karse, and when Alberich became one of Karse’s youngest captains, he received a special gift—a powerful white stallion “liberated” from the enemy. But this honor was merely a distraction, for the Sunpriests had laid a trap which even Alberich’s strange foresight could not predict… Saved from burning as a witch when this odd white stallion braved flames and carried him over the border into Valdemar, he was healed by the same enemies he had been taught to hate his entire life. Though he knew he could never again return to his home, Alberich also knew he could never truly become a Valdemaran. How could Alberich remain true to his own people and still retain his honor while helping to train the direst enemy of Karse?",Fiction
28727,spirits white as lightning bedlams bard 5,mercedes lackey/rosemary edghill,3.95,0743436083,9780743436083,en-us,512,2026,14,5/1/2003,baen,united states,us,37.09024,-95.712891,"(37.09024, -95.712891)","january 1, 2001",mass market paperback,3.96,3558.0,mercedes lackey,2,2,3,1,1,1,1,paperback,fiction,"Eric Banyon has more to worry about than passing his courses at Julliard. The evil elf lord Aerune, whose love was killed by mortal men, is determined to destroy the human race. Eric's only hope of stopping Aerune is to trap him inside a magical maze, from which there is no escaping.",Fiction
28728,beyond worlds end bedlams bard 4,mercedes lackey/rosemary edghill,3.93,0671318551,9780671318550,en-us,416,2508,22,12/1/2001,baen,united kingdom,gb,55.378051,-3.435973,"(55.378051, -3.435973)","january 1, 2001",mass market paperback,3.93,4248.0,mercedes lackey,2,2,3,1,1,1,1,paperback,fiction,"After his world-saving adventures in Bedlam's Bard, magician-bard Eric Banyon settles in for a quiet life at his new New York apartment, only to discover that his building is a safe-house for a group of occultist Guardians assigned to protect the city from supernatural evil. Reprint.",Fiction
28729,the dragon quintet,marvin kaye/michael swanwick/orson scott card/mercedes lackey/tanith lee/elizabeth moon,3.77,0765349116,9780765349118,en-us,304,573,39,5/2/2006,tor fantasy,united kingdom,gb,55.378051,-3.435973,"(55.378051, -3.435973)","january 1, 2003",mass market paperback,3.77,1550.0,marvin kaye,6,2,1,1,0,0,1,paperback,juvenile fiction,"Brand-new contributions to the hoard of dragon lore by five top fantasy authors. Orson Scott Card's ""In the Dragon's House"" is a gothic yarn about the mysterious dragon that lives in the wiring of an old house, noticed by a young boy who shares its body in dreams and feels its true size and power. Mercedes Lackey's ""Joust"" tells the story of a slave boy who is chosen to care for a warrior's dragon--a dragon whose secrets may be the key to his freedom. Tanith Lee's ""Love in a Time of Dragons"" is a fable is imbued with her signature atmosphere--Old World, moody, erotic--as a kitchen maid goes a-questing with a handsome champion to slay the local drakkor. Elizabeth Moon's ""Judgment"" tells the tale of a young man forced by lies to flee his village . . . into an adventure of dwarfs and dragonspawn. Michael Swanwick's ""King Dragon"" invokes a truly sinister and repellent creature--a being with the soul of a beast and the body of a machine--part metal, part devil . . . all merciless.","Children, Fiction"
28730,fiddler fair,mercedes lackey,3.9,0671878662,9780671878665,en-us,272,3289,29,3/1/1998,baen enterprises,united kingdom,gb,55.378051,-3.435973,"(55.378051, -3.435973)","september 1, 1998",mass market paperback,3.9,5370.0,mercedes lackey,1,1,3,1,0,0,1,paperback,juvenile fiction,"A command performance by fantasy's grand diva... Mercedes Lackey has, in a few short years, soared to the peak of the fantasy field, and her thousands of enthusiastic readers clamor for more and more. Now comes a volume demonstrating the wide range of her talent, running the gamut from her beloved Bardic fantasies to urban fantasy set in the modern world; from science fiction adventure to chilling horror. And throughout Fiddler Fair, Lackey's sheer storytelling skill will hold the reader spellbound. Learn what happens when animal rights fanatics try to ""liberate"" genetically reconstructed dinosaurs. Follow Lawrence of Arabia into the desert to meet a power beyond human comprehension; and be with King Arthur, reborn into the present day, when he again gains possession of the enchanted sword Excalibur. And, in a very weird encounter of the most bizarre kind, learn why an alien from a UFO took an unusual interest in a battered Chevy pickup truck. is a feast for the multitudes of Lackey fans everywhere – and for new readers, a powerful introduction to the most significant new fantasy writer of the decade. Short stories include:","Children, Fiction"
28733,take a thief valdemar 25,mercedes lackey,4.12,0756400589,9780756400583,eng,435,11911,174,10/1/2002,daw,united kingdom,gb,55.378051,-3.435973,"(55.378051, -3.435973)","january 1, 2001",mass market paperback,4.13,18207.0,mercedes lackey,1,3,3,1,1,1,1,paperback,juvenile fiction,"Mercedes Lackey's triumphant return to the best-selling world of Valdemar, Take a Thief reveals the untold story of Skif--a popular character from Lackey's first published novel, Arrows of the Queen . Skif was an orphan who would have died from malnutrition and exposure if he had never met Deke the pickpocket. By the time he was twelve, Skif was an accomplished cat burglar. But it wasn't until he decided to steal a finely tacked-out white horse, which was, oddly enough, standing unattended in the street, that this young thief discovered that the tables could turn on him--and that he himself could be stolen!","Children, Fiction"
28734,magics price valdemar last heraldmage 3,mercedes lackey,4.27,0886774268,9780886774264,eng,351,18764,320,7/3/1990,daw,united kingdom,gb,55.378051,-3.435973,"(55.378051, -3.435973)","july 3, 1990",mass market paperback,4.26,29051.0,mercedes lackey,1,3,3,1,1,0,1,paperback,fiction,"The final chapter in Mercedes Lackey's spellbinding fantasy trilogy! The Herald-Mage, Vanyel, and his Companion, Yfandes, are alone responsible for saving the once-peaceful kingdom of Valdemar from the forces of a master who wields a dark, forbidding magic. And if either Vanyel or Yfandes falters, both Valdemar and its Herald-Mage must pay the ultimate price.",Fiction
28735,by the sword valdemar,mercedes lackey,4.25,0886774632,9780886774639,eng,492,18531,249,2/5/1991,daw,united kingdom,gb,55.378051,-3.435973,"(55.378051, -3.435973)","february 5, 1991",mass market paperback,4.25,28331.0,mercedes lackey,1,3,3,1,0,0,1,paperback,fiction,"Granddaughter of the sorceress Kethry, daughter of a noble house, Kerowyn had been forced to run the family keep since her mother’s untimely death. Yet now at last her brother was preparing to wed, and when his bride became the lady of the keep, Kerowyn could return to her true enjoyments—training horses and hunting. But all Kerowyn’s hopes and plans were shattered when her ancestral home was attacked, her father slain, her brother wounded, and his fiancée kidnapped. Drive by desperation and the knowledge that a sorcerer had led the attack, Kerowyn sought her grandmother Kethry’s aid, a journey which would prove but the first step on the road to the fulfillment of her destiny. For facing her family’s foes would transform Kerowyn into an outsider in her own land, a warrior bound to the spell blade Need, and a mercenary forced to choose between loyalty to her comrades in arms and the Herald of Valdemar, whom she had rescued and who in his turn had helped to awaken her to the true meaning of love and to her own unique powers of magic.",Fiction
28736,oathblood valdemar vows and honor 3,mercedes lackey,4.06,0886777739,9780886777739,en-gb,394,9786,103,4/1/1998,daw,united kingdom,gb,55.378051,-3.435973,"(55.378051, -3.435973)","april 1, 1998",mass market paperback,4.06,15828.0,mercedes lackey,1,3,3,1,1,0,1,paperback,juvenile fiction,"This exciting new anthology includes a new novella featuring Mercedes Lackey 's most popular heroines, Tarma (one of the sword-sworn and most feared of all warriors) and Kethry (who wields magic and weapons for the greater good), whose fates are suddenly bound together in blood by the powers that control their destinies. Also included in the unique volume is the complete collection of Lackey's short stories about these two brave sisters as they answer the call of their destinies with sword and sorcery!","Children, Fiction"
28747,civilwarland in bad decline,george saunders,4.22,0099595818,9780099595816,eng,179,12813,986,2/6/1997,vintage,united kingdom,gb,55.378051,-3.435973,"(55.378051, -3.435973)","january 16, 1996",paperback,4.25,34375.0,george saunders,1,3,1,1,0,0,1,paperback,short stories,"In six stories and the novella, Bounty, Saunders introduces readers to people struggling to survive in an increasingly haywire world.",Fiction
28748,the very persistent gappers of frip,george saunders/lane smith,4.11,1932416374,9781932416374,eng,84,2457,356,3/29/2006,mcsweeneys,united states,us,37.09024,-95.712891,"(37.09024, -95.712891)","november 24, 2000",hardcover,4.13,5637.0,george saunders,2,2,1,1,0,0,1,hardcover,juvenile fiction,"From the bestselling author of Tenth of December comes a splendid new edition of his acclaimed collaboration with the illustrator behind The Stinky Cheese Man and James and the Giant Peach! Featuring fifty-two haunting and hilarious images, The Very Persistent Gappers of Frip is a modern fable for people of all ages that touches on the power of kindness, generosity, compassion, and community. In the seaside village of Frip live three families: the Romos, the Ronsens, and a little girl named Capable and her father. The economy of Frip is based solely on goat’s milk, and this is a problem because the village is plagued by gappers: bright orange, many-eyed creatures the size of softballs that love to attach themselves to goats. When a gapper gets near a goat, it lets out a high-pitched shriek of joy that puts the goats off giving milk, which means that every few hours the children of Frip have to go outside, brush the gappers off their goats, and toss them into the sea. The gappers have always been everyone’s problem, until one day they get a little smarter, and instead of spreading out, they gang up: on Capable’s goats. Free at last of the tyranny of the gappers, will her neighbors rally to help her? Or will they turn their backs, forcing Capable to bear the misfortune alone? Featuring fifty-two haunting and hilarious illustrations by Lane Smith and a brilliant story by George Saunders that explores universal themes of community and kindness, is a rich and resonant story for those that have all and those that have not.","Children, Fiction"
28749,the brief and frightening reign of phil,george saunders,3.7,1594481520,9781594481529,eng,130,5157,553,9/6/2005,riverhead,united states,us,37.09024,-95.712891,"(37.09024, -95.712891)","september 6, 2005",paperback,3.71,11944.0,george saunders,1,2,1,1,0,0,1,paperback,fiction,"In a profoundly strange country called Inner Horner, large enough for only one resident at a time, citizens waiting to enter the country fall under the rule of the power-hungry and tyrannical Phil, setting off a chain of injustice and mass hysteria.An Animal Farm for the 21st century, this is an incendiary political satire of unprecedented imagination, spiky humor, and cautionary appreciation for the hysteric in everyone.",Fiction
28756,the cheese monkeys,chip kidd,3.75,0060507403,9780060507404,en-us,288,4672,512,9/3/2002,harper perennial,united kingdom,gb,55.378051,-3.435973,"(55.378051, -3.435973)","january 1, 2001",paperback,3.75,8132.0,chip kidd,1,3,1,1,0,0,1,paperback,fiction,"After 15 years of designing more than 1,500 book jackets at Knopf for such authors as Anne Rice and Michael Crichton, Kidd has crafted an affecting an entertaining novel set at a state university in the late 1950s that is both slap-happily funny and heartbreakingly sad. The Cheese Monkeys is a college novel that takes place over a tightly written two semesters. The book is set in the late 1950s at State U, where the young narrator, has decided to major in art, much to his parents’ dismay. It is an autobiographical, coming-of-age novel which tells universally appealing stories of maturity, finding a calling in life, and being inspired by a loving, demanding, and highly eccentric teacher.",Fiction
28759,magics pawn valdemar last heraldmage 1,mercedes lackey,4.21,0886773520,9780886773526,eng,349,22431,736,6/6/1989,daw,united kingdom,gb,55.378051,-3.435973,"(55.378051, -3.435973)","june 6, 1989",mass market paperback,4.21,46996.0,mercedes lackey,1,3,3,1,1,0,0,paperback,fiction,"Mage-Craft— Though Vanyel has been born with near-legendary abilities to work both Herald and Mage magic, he wants no part of such things. Nor does he seek a warrior's path, wishing instead to become a Bard. Yet such talent as his if left untrained may prove a menace not only to Vanyel but to others as well. So he is sent to be fostered with his aunt, Savil, one of the famed Herald-Mages of Valdemar. But, strong-willed and self-centered, Vanyel is a challenge which even Savil can not master alone. For soon he will become the focus of frightening forces, lending his raw magic to a spell that unleashes terrifying wyr-hunters on the land. And by the time Savil seeks the assistance of a Shin'a'in Adept, Vanyel's wild talent may have already grown beyond anyone's ability to contain, placing Vanyel, Savil, and Valdemar itself in desperate peril...",Fiction
28760,magics promise valdemar last heraldmage 2,mercedes lackey,4.21,0886774012,9780886774011,eng,320,18141,278,1/2/1990,daw,united states,us,37.09024,-95.712891,"(37.09024, -95.712891)","january 1, 1990",mass market paperback,4.21,28303.0,mercedes lackey,1,3,3,1,1,1,1,paperback,fiction,"Groundbreaking epic fantasy series in Mercedes Lackey’s Valdemar universe • Lambda-Award winning novels with heartfelt high adventure and magic Wild magic is taking its toll on the land. Many Heralds and Herald-Mages have died fighting to preserve the peace. Even Vanyel, the most powerful of the Herald-Mages is almost at the end of his strength, in need of a respite from the dual threats of war and dark magic. But for Vanyel, there can be no rest. Not when his Companion, Yfandes, receives a summons which can’t be ignored — a desperate cry of a magical holocaust in the neighboring kingdom. Almost overwhelmed by the devastations they discover there, Herald-Mage and Companion must try to unravel this tragic mystery. Is the young Prince Tashir, a newly Chosen Herald who can’t control his magic, responsible for the destruction? Or is Tashir a pawn in a deeper, more deadly game—and, if so, will Vanyel be able to find and defeat the true destroyer before this master of dark powers can strike again?",Fiction
28763,his masters voice,stanisław lem/michael kandel,4.11,0810117312,9780810117310,eng,199,2317,161,11/25/1999,northwestern university,united kingdom,gb,55.378051,-3.435973,"(55.378051, -3.435973)","january 1, 1968",paperback,4.13,8461.0,stanisław lem,2,1,1,1,0,0,0,paperback,fiction,"Twenty-five hundred scientists have been herded into an isolated site in the Nevada desert. A neutrino message of extraterrestrial origin has been received and the scientists, under the surveillance of the Pentagon, labor on His Master's Voice, the secret program set up to decipher the transmission. Among them is Peter Hogarth, an eminent mathematician. When the project reaches a stalemate, Hogarth pursues clandestine research into the classified TX Effect--another secret breakthrough. But when he discovers, to his horror, that the TX Effect could lead to the construction of a fission bomb, Hogarth decides such knowledge must not be allowed to fall into the hands of the military.",Fiction
28764,the chain of chance,stanisław lem/louis iribarne,3.7,0810117304,9780810117303,en-us,179,505,37,3/28/2000,northwestern university,united kingdom,gb,55.378051,-3.435973,"(55.378051, -3.435973)","january 1, 1976",paperback,3.72,1253.0,stanisław lem,2,1,1,1,0,0,0,paperback,fiction,"This ""novel of suspense"" from Europe's favorite deep-think science-fictioner is rather light on the suspense, rather heavy on the philosophical implications— Kirkus Review A former astronaut turned private detective goes on the trail in a futuristic Italy to discover why a number of people have died mysteriously. The investigation takes him to a hallucinatory world where life is cheap and accidents a matter of course.",Fiction
28766,fiasco,stanisław lem/michael kandel,4.12,0156306301,9780156306300,eng,322,2281,166,3/15/1988,harper voyager,united kingdom,gb,55.378051,-3.435973,"(55.378051, -3.435973)","january 1, 1986",paperback,4.15,7828.0,stanisław lem,2,2,1,1,0,0,0,paperback,fiction,"The planet Quinta is pocked by ugly mounds and covered by a spiderweb-like network. It is a kingdom of phantoms and of a beauty afflicted by madness. In stark contrast, the crew of the spaceship Hermes represents a knowledge-seeking Earth. As they approach Quinta, a dark poetry takes over and leads them into a nightmare of misunderstanding. Translated by Michael Kandel. The novel was published in German translation (translated by H. Schumann) in 1986. The Polish text published in 1987, the English translation (by M. Kandel) the same year.",Fiction
28767,a perfect vacuum,stanisław lem/michael kandel,4.18,0810117339,9780810117334,en-us,229,771,42,11/25/1999,northwestern university,united states,us,37.09024,-95.712891,"(37.09024, -95.712891)","january 1, 1971",paperback,4.19,3313.0,stanisław lem,2,1,1,1,0,0,0,paperback,fiction,"In A Perfect Vacuum, Stanislaw Lem presents a collection of book reviews of nonexistent works of literature--works that, in many cases, could not possibly be written. Embracing postmodernism's ""games for games' sake"" ethos, Lem joins the contest with hilarious and grotesque results, lampooning the movement's self-indulgence and exploiting its mannerisms. Beginning with a review of his own book, Lem moves on to tackles (or create pastiches of) the French new novel, James Joyce, pornography, authorless writing, and Dostoevsky, while at the same time ranging across scientific topics, from cosmology to the pervasiveness of computers. The result is a metafictional tour de force by one of the world's most popular writers.",Fiction
28768,eden,stanisław lem/marc e. heine,3.91,0156278065,9780156278065,en-us,276,3439,132,10/31/1991,harper voyager,united kingdom,gb,55.378051,-3.435973,"(55.378051, -3.435973)","january 1, 1959",paperback,3.91,9111.0,stanisław lem,2,2,1,1,0,0,0,paperback,biography & autobiography,"A six-man crew crash-lands on Eden, fourth planet from another sun. The men find a strange world that grows ever stranger, and everywhere there are images of death. The crew's attempt to communicate with this civilization leads to violence and to a cruel truth—cruel precisely because it is so human. Translated by Marc E. Heine. A Helen and Kurt Wolff Book.","Biography, Autobiography"
28769,tales of pirx the pilot,stanisław lem/louis iribarne,4.1,0156881500,9780156881500,eng,216,3941,71,11/30/1990,harper voyager,united states,us,37.09024,-95.712891,"(37.09024, -95.712891)","january 1, 1961",paperback,4.12,8044.0,stanisław lem,2,2,1,1,0,0,0,paperback,fiction,"In Pilot Pirx, Lem has created an irresistibly likable character: an astronaut who gives the impression of still navigating by the seat of his pants-a bumbler but an inspired one. By investing Pirx with a range of human foibles, Lem offers a wonderful vision of the audacity, childlike curiosity, and intuition that can give humans the courage to confront outer space. Translated by Louis Iribarne. A Helen and Kurt Wolff Book.",Fiction
28796,the song of rhiannon,evangeline walton,4.02,0020264739,9780020264736,eng,208,255,12,9/1/1992,collier,united states,us,37.09024,-95.712891,"(37.09024, -95.712891)","august 1, 1972",trade paperback,4.04,1009.0,evangeline walton,1,1,1,1,0,0,0,paperback,juvenile fiction,"A retelling of The Mabinogion in novel form. Manawydon finally unites with Rhiannon - an aspect of the Goddess - but his happiness is shaken by the appearance of the Gray Man, who seeks vengeance against the living and especially against one who would claim the Goddess.","Children, Fiction"
28801,why did the soviet union collapse understanding historical change,robert w. strayer,3.44,0765600048,9780765600042,eng,240,42,3,5/21/1998,routledge,united states,us,37.09024,-95.712891,"(37.09024, -95.712891)","april 1, 1998",paperback,3.46,133.0,robert w strayer,1,3,1,1,0,0,1,paperback,history,"Taking the Soviet collapse - the most cataclysmic event of the recent past - as a case study, this text engages students in the exercise of historical analysis, interpretation and explanation. In exploring the question posed by the title, the author introduces and applies such organizing concepts as great power conflict, imperial decline, revolution, ethnic conflict, colonialism, economic development, totalitarian ideology, and transition to democracy in a most accessible way. Questions and controversies, and extracts from documentary and literary sources, anchor the text at key points. This book is intended for use in history and political science courses on the Soviet Union or more generally on the 20th century.",History
28805,ballad of the whiskey robber a true story of bank heists ice hockey transylvanian pelt smuggling moonlighting detectives and broken hearts,julian rubinstein,4.02,0316010731,9780316010733,eng,352,3448,516,9/13/2005,back bay,united kingdom,gb,55.378051,-3.435973,"(55.378051, -3.435973)","september 16, 2004",paperback,4.02,17852.0,julian rubinstein,1,3,1,1,0,0,1,paperback,fiction,"Ladies and gentlemen, meet Attila Ambrus, the Robin Hood of Eastern Europe. He's the one-time pelt smuggler, professional hockey goalie (possibly the worst in the sport's history), pen salesman, Zamboni driver, gravedigger, church painter, roulette addict, building superintendent, whiskey drinker, and native of Transylvania who's decided that the best thing to do with his time is to rob as many banks as possible. His rival: Lajos Varjú, the Inspector Clouseau of the Iron Curtain, whose knowledge of police work comes from Hungarian-dubbed episodes of Columbo. His deputy is nicknamed ""Mound of Asshead"" because of his propensity for crashing police cars. His forensics expert, known as ""Dance Instructor"" for his lucrative side career teaching ballet, wears a top hat and tails on the job. Welcome to Julian Rubinstein's uproariously funny and unforgettable account of crime in the heart of the new Europe. With a supporting cast that includes car wash owners, exotic dancers, drunk army generals, cocaine-snorting Hungarian rappers, the Johnnie Cochran of Budapest, and a hockey team that seems to spend as much time breaking the law as it does practicing, gives us the most charming outlaw-hero since the Sundance Kid—and the Sundance Kid didn't play hockey. As the Eastern bloc slips off its communist skin and replaces it with leopard-skin hot pants, is here to screw in the pink lightbulbs. Part , part , and part , Julian Rubinstein's tale is a spectacular literary debut—and a story so outrageous that it could only be true.",Fiction
28807,changeling,roger zelazny,3.72,0743458192,9780743458191,eng,244,1815,41,1/28/2003,ibooks,united states,us,37.09024,-95.712891,"(37.09024, -95.712891)","june 1, 1980",paperback,3.72,3254.0,roger zelazny,1,1,1,1,0,0,0,paperback,biography & autobiography,"In Changeling, the people had long suffered under Det Morson's power. When at last, the wizard Mor joined the fight, Det and his infamous Rondoval castle were destroyed. But the victory was not complete, for the conquerors found a baby amidst the rubble: Det's son, Pol. Unwilling to kill the child, Mor took him to a world where the ways of magic were considered mere legends--a world called Earth.","Biography, Autobiography"
28808,the waterborn children of the changeling 1,greg keyes/j. gregory keyes,3.81,0345396707,9780345396709,en-us,384,76,5,3/2/1997,del rey,united kingdom,gb,55.378051,-3.435973,"(55.378051, -3.435973)","january 1, 1996",paperback,3.67,209.0,greg keyes,2,3,1,1,1,0,1,paperback,"fantasy fiction, american","The River flowed through all the land, deep and unstoppable, a god in his own right. His head was in the mountains; his arms embraced the outlands; his body lay at the core of all the civilized realms; and his legs stretched on to the distant sea. Dark and sluggish, he rolled unchallenged, dreaming his own invincible might and glory into stark reality. Everywhere he touched, the River God held dominion. And in Nhol, the fabled city at the heart of the world, an emperor ruled as the living aspect of the god, presiding over the splendors and intrigues of a prosperous land and a glittering court. Hezhi was an imperial princess; her blood carried the seeds of the River's power. When her favorite cousin disappeared, Hezhi searched throughout the sumptuous palace with its ghosts and priests, giants and courtiers, and frightening creatures of wizardry. And the magic within her began to grow; soon it must attract dangerous attention. Hezhi's anxious quest ripened into a desperate fight for her own life--a battle she could not hope to win alone. Small wonder that the princess wished for a hero. And far away, a hero's journey began...","Fiction, Fantasy, Unknown"
28810,social psychology,elliot aronson/robin m. akert/timothy d. wilson,4.0,0132382458,9780132382458,eng,633,42,1,12/6/2006,prentice hall,united kingdom,gb,55.378051,-3.435973,"(55.378051, -3.435973)","january 1, 1973",hardcover,3.98,97.0,elliot aronson,3,2,1,1,0,0,0,hardcover,social psychology,"This text aims to offer a rigorous and scientific approach to social psychology. This third edition has been fully revised and uses a story-telling approach to illustrate how research is done and the results of such research. Each chapter begins with a real-life vignette that epitomizes the social psychological concepts that follow, and experiences and historical events are used to illustrate theories within social psychology.",Social Science
28815,influence the psychology of persuasion,robert b. cialdini,4.19,006124189x,9780061241895,eng,320,76314,2580,12/26/2006,harper business,united kingdom,gb,55.378051,-3.435973,"(55.378051, -3.435973)","january 1, 1984",paperback,4.21,526894.0,robert b cialdini,1,1,1,1,0,0,0,paperback,biography & autobiography,"Influence, the classic book on persuasion, explains the psychology of why people say ""yes""—and how to apply these understandings. Dr. Robert Cialdini is the seminal expert in the rapidly expanding field of influence and persuasion. His thirty-five years of rigorous, evidence-based research along with a three-year program of study on what moves people to change behavior has resulted in this highly acclaimed book. You'll learn the six universal principles, how to use them to become a skilled persuader—and how to defend yourself against them. Perfect for people in all walks of life, the principles of Influence will move you toward profound personal change and act as a driving force for your success.","Biography, Autobiography"
28819,writings 19021910 the varieties of religious experience pragmatism a pluralistic universe the meaning of truth some problems of philosophy essays,william  james/bruce kuklick,4.21,0940450380,9780940450387,eng,1379,372,11,2/1/1988,library of america,united kingdom,gb,55.378051,-3.435973,"(55.378051, -3.435973)","february 1, 1988",hardcover,4.22,1383.0,william james,2,3,1,1,0,0,0,hardcover,literary collections,"Philosopher and psychologist William James was the best known and most influential American thinker of his time. The five books and nineteen essays collected in this Library of America volume represent all his major work from 1902 until his death in 1910. Most were originally written as lectures addressed to general audiences as well as philosophers and were received with great enthusiasm. His writing is clear, energetic, and unpretentious, and is marked by the devotion to literary excellence he shared with his brother, Henry James. In these works William James champions the value of individual experience with an eloquence and enthusiasm that has placed him alongside Emerson and Whitman as a classic exponent of American democratic culture. In (1902) James explores “the very inner citadel of human life” by focusing on intensely religious individuals of different cultures and eras. With insight, compassion, and open-mindedness, he examines and assesses their beliefs, seeking to measure religion’s value by its contributions to individual human lives. In (1907) James suggests that the conflicting metaphysical positions of “tender-minded” rationalism and “tough-minded” empiricism be judged by examining their actual consequences. Philosophy, James argues, should free itself from unexamined principles and closed systems and confront reality with complete openness. In (1909) James rejects the concept of the absolute and calls on philosophers to respond to “the real concrete sensible flux of life.” Through his discussion of Kant, Hegel, Henri Bergson, and religion, James explores a universe viewed not as an abstract “block” but as a rich “manyness-in-oneness,” full of independent yet connected events. (1909) is a polemical collection of essays asserting that ideas are made true not by inherent qualities but by events. James delights in intellectual combat, stating his positions with vigor while remaining open to opposing ideas. (1910) was intended by James to serve both as a historical overview of metaphysics and as a systematic statement of his philosophical beliefs. Though unfinished at his death, it fully demonstrates the psychological insight and literary vividness James brought to philosophy. Among the essays included are the anti-imperialist “Address on the Philippine Question,” “On Some Mental Effects of the Earthquake,” a candid personal account of the 1906 California disaster, and “The Moral Equivalent of War,” a call for the redirection of martial energies to peaceful ends, as well as essays on Emerson, the role of university in intellectual life, and psychic research.","Fiction, Literature"
